Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smoke,Chrome 114.0.0.0,,,2023-06-16 00:16:08,2023-06-16 00:17:36,1m - 28.133s,PASSED
,,,,,,,
Test Cases/Report/Win Loss Report (Direct),Chrome 114.0.0.0,,,2023-06-16 00:16:08,2023-06-16 00:16:34,25.771s,PASSED
"callTestCase(findTestCase(""Login Admin""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-06-16 00:16:10,2023-06-16 00:16:32,22.184s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Report/Page_Dashboard/span_Report""))",Chrome 114.0.0.0,,,2023-06-16 00:16:32,2023-06-16 00:16:32,0.723s,PASSED
"mouseOver(findTestObject(""Report/Page_Dashboard/span_Report""))",Chrome 114.0.0.0,,,2023-06-16 00:16:32,2023-06-16 00:16:33,0.668s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Report/Page_Dashboard/span_Win Loss Report (Direct)""))",Chrome 114.0.0.0,,,2023-06-16 00:16:33,2023-06-16 00:16:34,0.485s,PASSED
"mouseOver(findTestObject(""Report/Page_Dashboard/span_Win Loss Report (Direct)""))",Chrome 114.0.0.0,,,2023-06-16 00:16:34,2023-06-16 00:16:34,0.647s,PASSED
,,,,,,,
Test Cases/Report/Win Loss Report (All),Chrome 114.0.0.0,,,2023-06-16 00:16:34,2023-06-16 00:16:37,2.733s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Report/Page_Dashboard/span_Report""))",Chrome 114.0.0.0,,,2023-06-16 00:16:35,2023-06-16 00:16:35,0.492s,PASSED
"mouseOver(findTestObject(""Report/Page_Dashboard/span_Report""))",Chrome 114.0.0.0,,,2023-06-16 00:16:35,2023-06-16 00:16:36,0.555s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Report/Page_Dashboard/span_Win Loss Report (All)""))",Chrome 114.0.0.0,,,2023-06-16 00:16:36,2023-06-16 00:16:36,0.439s,PASSED
"mouseOver(findTestObject(""Report/Page_Dashboard/span_Win Loss Report (All)""))",Chrome 114.0.0.0,,,2023-06-16 00:16:36,2023-06-16 00:16:37,0.531s,PASSED
,,,,,,,
Test Cases/Report/Win Loss Report,Chrome 114.0.0.0,,,2023-06-16 00:16:37,2023-06-16 00:16:40,3.453s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Report/Page_Dashboard/span_Report""))",Chrome 114.0.0.0,,,2023-06-16 00:16:38,2023-06-16 00:16:38,0.490s,PASSED
"mouseOver(findTestObject(""Report/Page_Dashboard/span_Report""))",Chrome 114.0.0.0,,,2023-06-16 00:16:38,2023-06-16 00:16:39,0.570s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Report/Page_Dashboard/span_Win Loss Report""))",Chrome 114.0.0.0,,,2023-06-16 00:16:39,2023-06-16 00:16:40,0.909s,PASSED
"mouseOver(findTestObject(""Report/Page_Dashboard/span_Win Loss Report""))",Chrome 114.0.0.0,,,2023-06-16 00:16:40,2023-06-16 00:16:40,0.815s,PASSED
,,,,,,,
Test Cases/Report/Win Loss Report Percentage,Chrome 114.0.0.0,,,2023-06-16 00:16:40,2023-06-16 00:16:43,2.708s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Report/Page_Dashboard/span_Report""))",Chrome 114.0.0.0,,,2023-06-16 00:16:41,2023-06-16 00:16:42,0.475s,PASSED
"mouseOver(findTestObject(""Report/Page_Dashboard/span_Report""))",Chrome 114.0.0.0,,,2023-06-16 00:16:42,2023-06-16 00:16:42,0.553s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Report/Page_Dashboard/span_Win Loss Report Percentage""))",Chrome 114.0.0.0,,,2023-06-16 00:16:42,2023-06-16 00:16:43,0.505s,PASSED
"mouseOver(findTestObject(""Report/Page_Dashboard/span_Win Loss Report Percentage""))",Chrome 114.0.0.0,,,2023-06-16 00:16:43,2023-06-16 00:16:43,0.531s,PASSED
,,,,,,,
Test Cases/Report/Win Loss Report (Member),Chrome 114.0.0.0,,,2023-06-16 00:16:43,2023-06-16 00:16:46,2.969s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Report/Page_Dashboard/span_Report""))",Chrome 114.0.0.0,,,2023-06-16 00:16:44,2023-06-16 00:16:44,0.480s,PASSED
"mouseOver(findTestObject(""Report/Page_Dashboard/span_Report""))",Chrome 114.0.0.0,,,2023-06-16 00:16:44,2023-06-16 00:16:45,0.773s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Report/Page_Dashboard/span_Win Loss Report (Member)""))",Chrome 114.0.0.0,,,2023-06-16 00:16:45,2023-06-16 00:16:46,0.679s,PASSED
"mouseOver(findTestObject(""Report/Page_Dashboard/span_Win Loss Report (Member)""))",Chrome 114.0.0.0,,,2023-06-16 00:16:46,2023-06-16 00:16:46,0.559s,PASSED
,,,,,,,
Test Cases/Report/Detail,Chrome 114.0.0.0,,,2023-06-16 00:16:46,2023-06-16 00:16:49,3.279s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Report/Page_Dashboard/span_Report""))",Chrome 114.0.0.0,,,2023-06-16 00:16:47,2023-06-16 00:16:48,0.573s,PASSED
"mouseOver(findTestObject(""Report/Page_Dashboard/span_Report""))",Chrome 114.0.0.0,,,2023-06-16 00:16:48,2023-06-16 00:16:48,0.574s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Report/Page_Dashboard/span_Detail""))",Chrome 114.0.0.0,,,2023-06-16 00:16:48,2023-06-16 00:16:49,0.494s,PASSED
"mouseOver(findTestObject(""Report/Page_Dashboard/span_Detail""))",Chrome 114.0.0.0,,,2023-06-16 00:16:49,2023-06-16 00:16:49,0.531s,PASSED
,,,,,,,
Test Cases/Report/Summary All,Chrome 114.0.0.0,,,2023-06-16 00:16:49,2023-06-16 00:16:52,2.593s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Report/Page_Dashboard/span_Report""))",Chrome 114.0.0.0,,,2023-06-16 00:16:50,2023-06-16 00:16:50,0.452s,PASSED
