Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smoke,Chrome 114.0.0.0,,,2023-06-16 22:17:29,2023-06-16 22:18:29,59.435s,PASSED
,,,,,,,
Test Cases/Announcement/Public,Chrome 114.0.0.0,,,2023-06-16 22:17:30,2023-06-16 22:17:57,26.764s,PASSED
"callTestCase(findTestCase(""Login Admin""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-06-16 22:17:31,2023-06-16 22:17:54,23.398s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Announcement/Page_Dashboard/span_Announcement""))",Chrome 114.0.0.0,,,2023-06-16 22:17:54,2023-06-16 22:17:55,0.692s,PASSED
"mouseOver(findTestObject(""Announcement/Page_Dashboard/span_Announcement""))",Chrome 114.0.0.0,,,2023-06-16 22:17:55,2023-06-16 22:17:55,0.603s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Announcement/Page_Dashboard/span_Public""))",Chrome 114.0.0.0,,,2023-06-16 22:17:55,2023-06-16 22:17:56,0.486s,PASSED
"mouseOver(findTestObject(""Announcement/Page_Dashboard/span_Public""))",Chrome 114.0.0.0,,,2023-06-16 22:17:56,2023-06-16 22:17:57,0.641s,PASSED
,,,,,,,
Test Cases/Announcement/Member,Chrome 114.0.0.0,,,2023-06-16 22:17:57,2023-06-16 22:17:59,2.837s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Announcement/Page_Dashboard/span_Announcement""))",Chrome 114.0.0.0,,,2023-06-16 22:17:57,2023-06-16 22:17:58,0.462s,PASSED
"mouseOver(findTestObject(""Announcement/Page_Dashboard/span_Announcement""))",Chrome 114.0.0.0,,,2023-06-16 22:17:58,2023-06-16 22:17:58,0.553s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Announcement/Page_Dashboard/span_Member""))",Chrome 114.0.0.0,,,2023-06-16 22:17:58,2023-06-16 22:17:59,0.487s,PASSED
"mouseOver(findTestObject(""Announcement/Page_Dashboard/span_Member""))",Chrome 114.0.0.0,,,2023-06-16 22:17:59,2023-06-16 22:17:59,0.586s,PASSED
,,,,,,,
Test Cases/Announcement/Shareholder,Chrome 114.0.0.0,,,2023-06-16 22:17:59,2023-06-16 22:18:02,2.718s,PASSED
