Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smoke,Chrome 114.0.0.0,,,2023-06-16 22:43:17,2023-06-16 22:44:03,46.258s,PASSED
,,,,,,,
Test Cases/Bank/List,Chrome 114.0.0.0,,,2023-06-16 22:43:18,2023-06-16 22:43:43,25.369s,PASSED
"callTestCase(findTestCase(""Login Admin""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-06-16 22:43:18,2023-06-16 22:43:40,22.136s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Bank/Page_Dashboard/span_Bank""))",Chrome 114.0.0.0,,,2023-06-16 22:43:40,2023-06-16 22:43:41,0.698s,PASSED
"mouseOver(findTestObject(""Bank/Page_Dashboard/span_Bank""))",Chrome 114.0.0.0,,,2023-06-16 22:43:41,2023-06-16 22:43:42,0.652s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Bank/Page_Dashboard/span_List""))",Chrome 114.0.0.0,,,2023-06-16 22:43:42,2023-06-16 22:43:42,0.521s,PASSED
"mouseOver(findTestObject(""Bank/Page_Dashboard/span_List""))",Chrome 114.0.0.0,,,2023-06-16 22:43:42,2023-06-16 22:43:43,0.641s,PASSED
,,,,,,,
Test Cases/Setting/Settings,Chrome 114.0.0.0,,,2023-06-16 22:43:43,2023-06-16 22:43:46,3.414s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Setting/Page_Dashboard/span_Setting""))",Chrome 114.0.0.0,,,2023-06-16 22:43:44,2023-06-16 22:43:44,0.531s,PASSED
"mouseOver(findTestObject(""Setting/Page_Dashboard/span_Setting""))",Chrome 114.0.0.0,,,2023-06-16 22:43:44,2023-06-16 22:43:45,0.545s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Setting/Page_Dashboard/span_Settings""))",Chrome 114.0.0.0,,,2023-06-16 22:43:45,2023-06-16 22:43:45,0.621s,PASSED
"mouseOver(findTestObject(""Setting/Page_Dashboard/span_Settings""))",Chrome 114.0.0.0,,,2023-06-16 22:43:45,2023-06-16 22:43:46,0.893s,PASSED
,,,,,,,
Test Cases/Setting/FX Rates,Chrome 114.0.0.0,,,2023-06-16 22:43:46,2023-06-16 22:43:49,2.895s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Setting/Page_Dashboard/span_Setting""))",Chrome 114.0.0.0,,,2023-06-16 22:43:47,2023-06-16 22:43:48,0.584s,PASSED
"mouseOver(findTestObject(""Setting/Page_Dashboard/span_Setting""))",Chrome 114.0.0.0,,,2023-06-16 22:43:48,2023-06-16 22:43:48,0.555s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Setting/Page_Dashboard/span_FX Rates""))",Chrome 114.0.0.0,,,2023-06-16 22:43:48,2023-06-16 22:43:49,0.455s,PASSED
"mouseOver(findTestObject(""Setting/Page_Dashboard/span_FX Rates""))",Chrome 114.0.0.0,,,2023-06-16 22:43:49,2023-06-16 22:43:49,0.546s,PASSED
,,,,,,,
Test Cases/Setting/Maintenance,Chrome 114.0.0.0,,,2023-06-16 22:43:49,2023-06-16 22:43:52,2.662s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Setting/Page_Dashboard/span_Setting""))",Chrome 114.0.0.0,,,2023-06-16 22:43:50,2023-06-16 22:43:50,0.449s,PASSED
"mouseOver(findTestObject(""Setting/Page_Dashboard/span_Setting""))",Chrome 114.0.0.0,,,2023-06-16 22:43:50,2023-06-16 22:43:51,0.600s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Setting/Page_Dashboard/span_Maintenance""))",Chrome 114.0.0.0,,,2023-06-16 22:43:51,2023-06-16 22:43:51,0.575s,PASSED
"mouseOver(findTestObject(""Setting/Page_Dashboard/span_Maintenance""))",Chrome 114.0.0.0,,,2023-06-16 22:43:51,2023-06-16 22:43:52,0.532s,PASSED
,,,,,,,
Test Cases/Setting/Settlement,Chrome 114.0.0.0,,,2023-06-16 22:43:52,2023-06-16 22:43:55,3.462s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Setting/Page_Dashboard/span_Setting""))",Chrome 114.0.0.0,,,2023-06-16 22:43:53,2023-06-16 22:43:53,0.557s,PASSED
"mouseOver(findTestObject(""Setting/Page_Dashboard/span_Setting""))",Chrome 114.0.0.0,,,2023-06-16 22:43:53,2023-06-16 22:43:54,0.626s,PASSED
"waitForElementPresent(findTestObject(""Setting/Page_Dashboard/span_Settlement""), 0)",Chrome 114.0.0.0,,,2023-06-16 22:43:54,2023-06-16 22:43:54,0.479s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Setting/Page_Dashboard/span_Settlement""))",Chrome 114.0.0.0,,,2023-06-16 22:43:54,2023-06-16 22:43:55,0.435s,PASSED
"mouseOver(findTestObject(""Setting/Page_Dashboard/span_Settlement""))",Chrome 114.0.0.0,,,2023-06-16 22:43:55,2023-06-16 22:43:55,0.581s,PASSED
,,,,,,,
Test Cases/Setting/Notification Threshold,Chrome 114.0.0.0,,,2023-06-16 22:43:55,2023-06-16 22:43:58,2.942s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Setting/Page_Dashboard/span_Setting""))",Chrome 114.0.0.0,,,2023-06-16 22:43:56,2023-06-16 22:43:57,0.467s,PASSED
"mouseOver(findTestObject(""Setting/Page_Dashboard/span_Setting""))",Chrome 114.0.0.0,,,2023-06-16 22:43:57,2023-06-16 22:43:57,0.564s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Setting/Page_Dashboard/span_Notification Threshold""))",Chrome 114.0.0.0,,,2023-06-16 22:43:57,2023-06-16 22:43:58,0.508s,PASSED
"mouseOver(findTestObject(""Setting/Page_Dashboard/span_Notification Threshold""))",Chrome 114.0.0.0,,,2023-06-16 22:43:58,2023-06-16 22:43:58,0.545s,PASSED
,,,,,,,
Test Cases/Leaderboard/List,Chrome 114.0.0.0,,,2023-06-16 22:43:58,2023-06-16 22:44:01,2.507s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Leaderboard/Page_Dashboard/span_leaderboard""))",Chrome 114.0.0.0,,,2023-06-16 22:43:59,2023-06-16 22:43:59,0.464s,PASSED
"mouseOver(findTestObject(""Leaderboard/Page_Dashboard/span_leaderboard""))",Chrome 114.0.0.0,,,2023-06-16 22:43:59,2023-06-16 22:44:00,0.538s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Leaderboard/Page_Dashboard/span_List""))",Chrome 114.0.0.0,,,2023-06-16 22:44:00,2023-06-16 22:44:00,0.463s,PASSED
"mouseOver(findTestObject(""Leaderboard/Page_Dashboard/span_List""))",Chrome 114.0.0.0,,,2023-06-16 22:44:00,2023-06-16 22:44:01,0.544s,PASSED
,,,,,,,
Test Cases/Setting/Settlement,Chrome 114.0.0.0,,,2023-06-16 22:44:01,2023-06-16 22:44:03,2.500s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Setting/Page_Dashboard/span_Setting""))",Chrome 114.0.0.0,,,2023-06-16 22:44:01,2023-06-16 22:44:01,0.500s,PASSED
"mouseOver(findTestObject(""Setting/Page_Dashboard/span_Setting""))",Chrome 114.0.0.0,,,2023-06-16 22:44:01,2023-06-16 22:44:02,0.532s,PASSED
"waitForElementPresent(findTestObject(""Setting/Page_Dashboard/span_Settlement""), 0)",Chrome 114.0.0.0,,,2023-06-16 22:44:02,2023-06-16 22:44:02,0.385s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""Setting/Page_Dashboard/span_Settlement""))",Chrome 114.0.0.0,,,2023-06-16 22:44:02,2023-06-16 22:44:03,0.543s,PASSED
"mouseOver(findTestObject(""Setting/Page_Dashboard/span_Settlement""))",Chrome 114.0.0.0,,,2023-06-16 22:44:03,2023-06-16 22:44:03,0.526s,PASSED
