Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Smoke,Chrome 114.0.0.0,,,2023-06-23 20:37:09,2023-06-23 20:43:22,6m - 12.954s,PASSED
,,,,,,,
Test Cases/User/Shareholder/Negative Wallet MYR,Chrome 114.0.0.0,,,2023-06-23 20:37:10,2023-06-23 20:37:59,48.906s,PASSED
"callTestCase(findTestCase(""Login Admin""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-06-23 20:37:11,2023-06-23 20:37:37,25.657s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""User/Page_Dashboard/Member/span_User""))",Chrome 114.0.0.0,,,2023-06-23 20:37:37,2023-06-23 20:37:38,0.817s,PASSED
"mouseOver(findTestObject(""User/Page_Dashboard/Member/span_User""))",Chrome 114.0.0.0,,,2023-06-23 20:37:38,2023-06-23 20:37:38,0.814s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""User/Page_Dashboard/Shareholder/span_Negative Wallet""))",Chrome 114.0.0.0,,,2023-06-23 20:37:38,2023-06-23 20:37:39,0.614s,PASSED
"mouseOver(findTestObject(""User/Page_Dashboard/Shareholder/span_Negative Wallet""))",Chrome 114.0.0.0,,,2023-06-23 20:37:39,2023-06-23 20:37:40,0.672s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""User/Page_Dashboard/Shareholder/Negative Wallet/span_MYR""))",Chrome 114.0.0.0,,,2023-06-23 20:37:40,2023-06-23 20:37:40,0.606s,PASSED
"mouseOver(findTestObject(""User/Page_Dashboard/Shareholder/Negative Wallet/span_MYR""))",Chrome 114.0.0.0,,,2023-06-23 20:37:40,2023-06-23 20:37:41,0.599s,PASSED
"click(findTestObject(""User/Page_Dashboard/Shareholder/Negative Wallet/span_MYR""))",Chrome 114.0.0.0,,,2023-06-23 20:37:41,2023-06-23 20:37:43,2.478s,PASSED
"waitForElementVisible(findTestObject(""User/Page_Dashboard/Shareholder/Negative Wallet/h3_Shareholder Negative Report""), 0)",Chrome 114.0.0.0,,,2023-06-23 20:37:43,2023-06-23 20:37:45,1.914s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""User/Page_Dashboard/Shareholder/Negative Wallet/h3_Shareholder Negative Report""))",Chrome 114.0.0.0,,,2023-06-23 20:37:45,2023-06-23 20:37:46,0.479s,PASSED
"verifyElementVisible(findTestObject(""User/Page_Dashboard/Shareholder/Negative Wallet/h3_Shareholder Negative Report""))",Chrome 114.0.0.0,,,2023-06-23 20:37:46,2023-06-23 20:37:46,0.488s,PASSED
"com.reusableComponent.HighlightElement.run(findTestObject(""User/Page_Dashboard/Shareholder/Negative Wallet/select_1050100200All""))",Chrome 114.0.0.0,,,2023-06-23 20:37:46,2023-06-23 20:37:47,0.494s,PASSED
